filename,cluster
KB_JB838_1951-07-22_01-00004.txt,0
KB_JB838_1951-08-09_01-00006.txt,0
KB_JB838_1951-08-14_01-00006.txt,2
KB_JB838_1951-08-19_01-00015.txt,4
KB_JB838_1951-08-24_01-00013.txt,4
KB_JB838_1951-08-27_01-00004.txt,0
KB_JB838_1951-08-28_01-00009.txt,5
KB_JB838_1951-09-03_01-00006.txt,0
KB_JB838_1951-09-04_01-00002.txt,2
KB_JB838_1951-09-04_01-00012.txt,4
KB_JB838_1951-09-08_01-00019.txt,4
KB_JB838_1951-09-09_01-00020.txt,4
KB_JB838_1951-09-13_01-00014.txt,4
KB_JB838_1951-09-29_01-00014.txt,1
KB_JB838_1951-09-30_01-00008.txt,2
KB_JB838_1951-10-01_01-00001.txt,2
KB_JB838_1951-10-23_01-00008.txt,2
KB_JB838_1951-10-25_01-00004.txt,2
KB_JB838_1951-10-29_01-00004.txt,0
KB_JB838_1951-11-03_01-00020.txt,2
KB_JB838_1951-11-05_01-00006.txt,0
KB_JB838_1951-11-13_01-00011.txt,5
KB_JB838_1951-11-19_01-00007.txt,0
KB_JB838_1951-11-20_01-00001.txt,2
KB_JB838_1951-11-22_01-00015.txt,4
KB_JB838_1951-11-25_01-00011.txt,2
KB_JB838_1951-11-28_01-00003.txt,2
KB_JB838_1951-11-30_01-00012.txt,1
KB_JB838_1951-12-09_01-00005.txt,2
KB_JB838_1951-12-16_01-00024.txt,4
KB_JB838_1951-12-20_01-00015.txt,4
KB_JB838_1951-12-20_01-00016.txt,4
KB_JB838_1951-12-27_01-00002.txt,2
KB_JB838_1951-12-28_01-00010.txt,5
KB_JB838_1951-12-30_01-00003.txt,2
KB_JB838_1952-01-01_01-00003.txt,2
KB_JB838_1952-01-04_01-00008.txt,3
KB_JB838_1952-01-12_01-00008.txt,0
KB_JB838_1952-01-13_01-00002.txt,2
KB_JB838_1952-01-13_01-00013.txt,5
KB_JB838_1952-01-22_01-00013.txt,4
KB_JB838_1952-01-23_01-00007.txt,2
KB_JB838_1952-01-24_01-00013.txt,5
KB_JB838_1952-01-27_01-00023.txt,4
KB_JB838_1952-01-30_01-00005.txt,2
KB_JB838_1952-01-31_01-00007.txt,2
KB_JB838_1952-02-02_01-00014.txt,4
KB_JB838_1952-02-04_01-00001.txt,2
KB_JB838_1952-02-04_01-00005.txt,0
KB_JB838_1952-02-05_01-00010.txt,5
KB_JB838_1952-02-05_01-00012.txt,1
KB_JB838_1952-02-14_01-00006.txt,0
KB_JB838_1952-02-14_01-00011.txt,1
KB_JB838_1952-02-15_01-00002.txt,2
KB_JB838_1952-02-22_01-00004.txt,2
KB_JB838_1952-02-26_01-00012.txt,4
KB_JB838_1952-02-29_01-00010.txt,5
KB_JB838_1952-03-01_01-00009.txt,2
KB_JB838_1952-03-02_01-00022.txt,4
KB_JB838_1952-03-03_01-00002.txt,2
KB_JB838_1952-03-10_01-00001.txt,2
KB_JB838_1952-03-14_01-00007.txt,2
KB_JB838_1952-03-16_01-00003.txt,2
KB_JB838_1952-03-16_01-00013.txt,3
KB_JB838_1952-03-20_01-00001.txt,2
KB_JB838_1952-03-23_01-00011.txt,3
KB_JB838_1952-04-02_01-00006.txt,0
KB_JB838_1952-04-06_01-00019.txt,1
KB_JB838_1952-04-11_01-00013.txt,4
KB_JB838_1952-04-18_01-00004.txt,2
KB_JB838_1952-04-21_01-00001.txt,2
KB_JB838_1952-04-25_01-00002.txt,2
KB_JB838_1952-05-04_01-00001.txt,2
KB_JB838_1952-05-07_01-00004.txt,2
KB_JB838_1952-05-10_01-00007.txt,2
KB_JB838_1952-05-13_01-00012.txt,1
KB_JB838_1952-05-14_01-00010.txt,5
KB_JB838_1952-05-23_01-00005.txt,0
KB_JB838_1952-05-25_01-00003.txt,2
KB_JB838_1952-05-27_01-00012.txt,1
KB_JB838_1952-05-29_01-00006.txt,2
KB_JB838_1952-06-04_01-00008.txt,5
KB_JB838_1952-06-07_01-00003.txt,2
KB_JB838_1952-06-09_01-00003.txt,2
KB_JB838_1952-06-11_01-00011.txt,1
KB_JB838_1952-06-12_01-00005.txt,2
KB_JB838_1952-06-13_01-00012.txt,1
KB_JB838_1952-06-19_01-00003.txt,2
KB_JB838_1952-06-21_01-00009.txt,5
KB_JB838_1952-06-21_01-00011.txt,1
KB_JB838_1952-06-25_01-00002.txt,2
KB_JB838_1952-06-27_01-00003.txt,2
KB_JB838_1952-06-30_01-00006.txt,0
KB_JB838_1952-07-01_01-00011.txt,5
KB_JB838_1952-07-03_01-00005.txt,2
KB_JB838_1952-07-11_01-00012.txt,1
KB_JB838_1952-07-29_01-00003.txt,2
KB_JB838_1952-07-30_01-00014.txt,4
KB_JB838_1952-08-09_01-00005.txt,2
KB_JB838_1952-08-09_01-00006.txt,2
KB_JB838_1952-08-25_01-00004.txt,0
KB_JB838_1952-09-12_01-00009.txt,5
KB_JB838_1952-09-14_01-00013.txt,3
KB_JB838_1952-09-17_01-00010.txt,5
KB_JB838_1952-09-18_01-00015.txt,4
KB_JB838_1952-09-28_01-00007.txt,2
KB_JB838_1952-09-28_01-00012.txt,3
KB_JB838_1952-10-01_01-00004.txt,2
KB_JB838_1952-10-05_01-00012.txt,3
KB_JB838_1952-10-10_01-00005.txt,2
KB_JB838_1952-10-11_01-00003.txt,2
KB_JB838_1952-10-16_01-00013.txt,1
KB_JB838_1952-10-17_01-00003.txt,2
KB_JB838_1952-10-17_01-00013.txt,1
KB_JB838_1952-10-19_01-00009.txt,2
KB_JB838_1952-11-01_01-00004.txt,2
KB_JB838_1952-11-03_01-00004.txt,0
KB_JB838_1952-11-05_01-00016.txt,2
KB_JB838_1952-11-12_01-00014.txt,4
KB_JB838_1952-11-14_01-00012.txt,5
KB_JB838_1952-11-15_01-00009.txt,0
KB_JB838_1952-11-16_01-00014.txt,3
KB_JB838_1952-11-16_01-00017.txt,5
KB_JB838_1952-11-22_01-00001.txt,2
KB_JB838_1952-11-22_01-00018.txt,4
KB_JB838_1952-11-26_01-00009.txt,2
KB_JB838_1952-11-29_01-00017.txt,1
KB_JB838_1952-11-30_01-00006.txt,2
KB_JB838_1952-11-30_01-00014.txt,5
KB_JB838_1952-12-11_01-00011.txt,5
KB_JB838_1952-12-17_01-00008.txt,2
KB_JB838_1952-12-18_01-00005.txt,2
KB_JB838_1952-12-19_01-00001.txt,2
KB_JB838_1952-12-24_01-00007.txt,0
KB_JB838_1952-12-24_01-00008.txt,2
KB_JB838_1953-01-03_01-00011.txt,2
KB_JB838_1953-01-16_01-00002.txt,2
KB_JB838_1953-01-18_01-00023.txt,2
KB_JB838_1953-01-22_01-00009.txt,5
KB_JB838_1953-01-23_01-00014.txt,4
KB_JB838_1953-01-24_01-00011.txt,5
KB_JB838_1953-01-28_01-00010.txt,5
KB_JB838_1953-02-01_01-00020.txt,4
KB_JB838_1953-02-02_01-00003.txt,2
KB_JB838_1953-02-06_01-00014.txt,1
KB_JB838_1953-02-12_01-00001.txt,2
KB_JB838_1953-02-14_01-00007.txt,2
KB_JB838_1953-02-17_01-00009.txt,2
KB_JB838_1953-02-17_01-00011.txt,1
KB_JB838_1953-02-20_01-00012.txt,5
KB_JB838_1953-02-24_01-00002.txt,2
KB_JB838_1953-02-27_01-00001.txt,2
KB_JB838_1953-03-08_01-00001.txt,2
KB_JB838_1953-03-29_01-00015.txt,1
KB_JB838_1953-03-30_01-00001.txt,2
KB_JB838_1953-03-30_01-00002.txt,2
KB_JB838_1953-04-04_01-00008.txt,0
KB_JB838_1953-04-05_01-00009.txt,0
KB_JB838_1953-04-09_01-00015.txt,4
KB_JB838_1953-04-12_01-00007.txt,2
KB_JB838_1953-04-15_01-00016.txt,4
KB_JB838_1953-04-23_01-00005.txt,2
KB_JB838_1953-04-25_01-00001.txt,2
KB_JB838_1953-04-29_01-00012.txt,1
KB_JB838_1953-04-30_01-00004.txt,2
KB_JB838_1953-05-03_01-00013.txt,3
KB_JB838_1953-05-03_01-00020.txt,4
KB_JB838_1953-05-08_01-00014.txt,1
KB_JB838_1953-05-20_01-00015.txt,4
KB_JB838_1953-05-23_01-00010.txt,2
KB_JB838_1953-05-30_01-00005.txt,2
KB_JB838_1953-05-31_01-00014.txt,5
KB_JB838_1953-06-02_01-00010.txt,5
KB_JB838_1953-06-03_01-00002.txt,2
KB_JB838_1953-06-08_01-00007.txt,0
KB_JB838_1953-06-09_01-00002.txt,2
KB_JB838_1953-06-09_01-00006.txt,2
KB_JB838_1953-06-18_01-00001.txt,2
KB_JB838_1953-06-18_01-00007.txt,0
KB_JB838_1953-06-18_01-00008.txt,2
KB_JB838_1953-06-24_01-00006.txt,0
KB_JB838_1953-06-29_01-00002.txt,2
KB_JB838_1953-07-01_01-00011.txt,5
KB_JB838_1953-07-05_01-00019.txt,1
KB_JB838_1953-07-09_01-00002.txt,2
KB_JB838_1953-07-10_01-00012.txt,5
KB_JB838_1953-07-11_01-00012.txt,5
KB_JB838_1953-07-12_01-00015.txt,1
KB_JB838_1953-07-17_01-00008.txt,0
KB_JB838_1953-07-18_01-00011.txt,5
KB_JB838_1953-07-19_01-00017.txt,4
KB_JB838_1953-07-26_01-00001.txt,2
KB_JB838_1953-08-02_01-00011.txt,5
KB_JB838_1953-08-06_01-00008.txt,2
KB_JB838_1953-08-10_01-00006.txt,0
KB_JB838_1953-08-14_01-00009.txt,3
KB_JB838_1953-08-15_01-00011.txt,3
KB_JB838_1953-08-15_01-00012.txt,5
KB_JB838_1953-08-29_01-00002.txt,2
KB_JB838_1953-09-07_01-00003.txt,2
KB_JB838_1953-09-09_01-00005.txt,2
KB_JB838_1953-09-13_01-00002.txt,2
KB_JB838_1953-09-18_01-00015.txt,4
KB_JB838_1953-09-20_01-00002.txt,2
KB_JB838_1953-09-29_01-00013.txt,4
KB_JB838_1953-10-03_01-00017.txt,1
KB_JB838_1953-10-07_01-00001.txt,2
KB_JB838_1953-10-07_01-00008.txt,0
KB_JB838_1953-10-10_01-00006.txt,2
KB_JB838_1953-10-15_01-00018.txt,4
KB_JB838_1953-10-17_01-00017.txt,4
KB_JB838_1953-10-18_01-00012.txt,3
KB_JB838_1953-10-19_01-00010.txt,0
KB_JB838_1953-10-25_01-00024.txt,2
KB_JB838_1953-10-29_01-00015.txt,1
KB_JB838_1953-10-30_01-00005.txt,2
KB_JB838_1953-10-30_01-00012.txt,5
KB_JB838_1953-11-01_01-00013.txt,3
KB_JB838_1953-11-03_01-00002.txt,2
KB_JB838_1953-11-06_01-00004.txt,2
KB_JB838_1953-11-08_01-00007.txt,2
KB_JB838_1953-11-11_01-00008.txt,0
KB_JB838_1953-11-13_01-00003.txt,2
KB_JB838_1953-11-14_01-00008.txt,2
KB_JB838_1953-11-18_01-00001.txt,2
KB_JB838_1953-11-28_01-00004.txt,2
KB_JB838_1953-12-03_01-00002.txt,2
KB_JB838_1953-12-03_01-00004.txt,2
KB_JB838_1953-12-10_01-00016.txt,4
KB_JB838_1953-12-11_01-00008.txt,2
KB_JB838_1953-12-12_01-00003.txt,2
KB_JB838_1953-12-12_01-00007.txt,2
KB_JB838_1953-12-13_01-00018.txt,1
KB_JB838_1953-12-16_01-00008.txt,2
KB_JB838_1953-12-25_01-00003.txt,2
KB_JB838_1954-01-03_01-00005.txt,2
KB_JB838_1954-01-03_01-00016.txt,5
KB_JB838_1954-01-04_01-00005.txt,0
KB_JB838_1954-01-11_01-00002.txt,2
KB_JB838_1954-01-12_01-00012.txt,1
KB_JB838_1954-01-16_01-00017.txt,1
KB_JB838_1954-01-17_01-00012.txt,5
KB_JB838_1954-01-20_01-00005.txt,2
KB_JB838_1954-01-24_01-00015.txt,5
KB_JB838_1954-01-27_01-00016.txt,4
KB_JB838_1954-02-09_01-00006.txt,2
KB_JB838_1954-02-12_01-00001.txt,2
KB_JB838_1954-02-18_01-00006.txt,2
KB_JB838_1954-02-20_01-00004.txt,2
KB_JB838_1954-02-21_01-00013.txt,5
KB_JB838_1954-02-22_01-00007.txt,0
KB_JB838_1954-02-24_01-00007.txt,0
KB_JB838_1954-02-25_01-00005.txt,2
KB_JB838_1954-02-28_01-00004.txt,2
KB_JB838_1954-03-05_01-00014.txt,1
KB_JB838_1954-03-06_01-00009.txt,0
KB_JB838_1954-03-10_01-00009.txt,2
KB_JB838_1954-03-11_01-00018.txt,4
KB_JB838_1954-03-17_01-00001.txt,2
KB_JB838_1954-03-25_01-00002.txt,2
KB_JB838_1954-03-25_01-00016.txt,4
KB_JB838_1954-03-27_01-00019.txt,1
KB_JB838_1954-03-28_01-00010.txt,3
KB_JB838_1954-04-01_01-00002.txt,2
KB_JB838_1954-04-06_01-00013.txt,1
KB_JB838_1954-04-11_01-00017.txt,1
KB_JB838_1954-04-14_01-00003.txt,2
KB_JB838_1954-04-16_01-00005.txt,2
KB_JB838_1954-04-17_01-00010.txt,2
KB_JB838_1954-04-18_01-00022.txt,4
KB_JB838_1954-04-23_01-00011.txt,5
KB_JB838_1954-04-23_01-00012.txt,5
KB_JB838_1954-04-24_01-00012.txt,2
KB_JB838_1954-04-25_01-00011.txt,3
KB_JB838_1954-04-25_01-00021.txt,4
KB_JB838_1954-04-28_01-00005.txt,2
KB_JB838_1954-05-01_01-00012.txt,3
KB_JB838_1954-05-08_01-00013.txt,5
KB_JB838_1954-05-12_01-00009.txt,5
KB_JB838_1954-05-13_01-00008.txt,2
KB_JB838_1954-05-13_01-00010.txt,3
KB_JB838_1954-05-17_01-00002.txt,2
KB_JB838_1954-05-26_01-00007.txt,0
KB_JB838_1954-05-29_01-00013.txt,2
KB_JB838_1954-06-03_01-00006.txt,2
KB_JB838_1954-06-03_01-00008.txt,2
KB_JB838_1954-06-05_01-00017.txt,4
KB_JB838_1954-06-10_01-00006.txt,2
KB_JB838_1954-06-12_01-00015.txt,2
KB_JB838_1954-06-14_01-00008.txt,0
KB_JB838_1954-06-18_01-00016.txt,4
KB_JB838_1954-06-19_01-00002.txt,2
KB_JB838_1954-06-20_01-00005.txt,2
KB_JB838_1954-06-20_01-00017.txt,5
KB_JB838_1954-06-20_01-00022.txt,4
KB_JB838_1954-06-22_01-00001.txt,2
KB_JB838_1954-06-23_01-00012.txt,1
KB_JB838_1954-07-02_01-00013.txt,1
KB_JB838_1954-07-03_01-00007.txt,2
KB_JB838_1954-07-08_01-00015.txt,4
KB_JB838_1954-07-10_01-00005.txt,2
KB_JB838_1954-07-13_01-00011.txt,5
KB_JB838_1954-07-21_01-00009.txt,2
KB_JB838_1954-07-24_01-00015.txt,4
KB_JB838_1954-07-27_01-00012.txt,1
KB_JB838_1954-08-07_01-00012.txt,1
KB_JB838_1954-08-17_01-00006.txt,0
KB_JB838_1954-08-29_01-00009.txt,2
KB_JB838_1954-09-02_01-00004.txt,2
KB_JB838_1954-09-11_01-00004.txt,2
KB_JB838_1954-09-17_01-00012.txt,1
KB_JB838_1954-09-19_01-00001.txt,2
KB_JB838_1954-09-19_01-00002.txt,2
KB_JB838_1954-10-02_01-00016.txt,1
KB_JB838_1954-10-06_01-00001.txt,2
KB_JB838_1954-10-07_01-00012.txt,5
KB_JB838_1954-10-09_01-00003.txt,2
KB_JB838_1954-10-10_01-00013.txt,3
KB_JB838_1954-10-13_01-00020.txt,2
KB_JB838_1954-10-14_01-00019.txt,1
KB_JB838_1954-10-17_01-00017.txt,1
KB_JB838_1954-10-18_01-00011.txt,0
KB_JB838_1954-10-22_01-00006.txt,2
KB_JB838_1954-10-27_01-00004.txt,2
KB_JB838_1954-10-27_01-00013.txt,5
KB_JB838_1954-10-31_01-00016.txt,5
KB_JB838_1954-11-08_01-00009.txt,0
KB_JB838_1954-11-13_01-00001.txt,2
KB_JB838_1954-11-20_01-00001.txt,2
KB_JB838_1954-11-21_01-00016.txt,5
KB_JB838_1954-11-21_01-00024.txt,2
KB_JB838_1954-11-24_01-00009.txt,2
KB_JB838_1954-11-25_01-00020.txt,4
KB_JB838_1954-11-28_01-00016.txt,5
KB_JB838_1954-12-30_01-00016.txt,4
KB_JB838_1955-01-01_01-00001.txt,2
KB_JB838_1955-01-06_01-00007.txt,0
KB_JB838_1955-01-17_01-00001.txt,2
KB_JB838_1955-01-18_01-00010.txt,5
KB_JB838_1955-01-18_01-00011.txt,1
KB_JB838_1955-01-23_01-00002.txt,2
KB_JB838_1955-01-25_01-00001.txt,2
KB_JB838_1955-01-25_01-00005.txt,2
KB_JB838_1955-01-28_01-00012.txt,5
KB_JB838_1955-01-31_01-00003.txt,2
KB_JB838_1955-02-03_01-00008.txt,0
KB_JB838_1955-02-06_01-00018.txt,1
KB_JB838_1955-02-08_01-00011.txt,5
KB_JB838_1955-02-16_01-00014.txt,1
KB_JB838_1955-02-17_01-00020.txt,4
KB_JB838_1955-02-22_01-00009.txt,2
KB_JB838_1955-02-23_01-00011.txt,5
KB_JB838_1955-03-03_01-00015.txt,1
KB_JB838_1955-03-06_01-00011.txt,3
KB_JB838_1955-03-08_01-00012.txt,1
KB_JB838_1955-03-12_01-00020.txt,4
KB_JB838_1955-03-15_01-00003.txt,2
KB_JB838_1955-03-16_01-00005.txt,2
KB_JB838_1955-03-20_01-00006.txt,2
KB_JB838_1955-03-21_01-00007.txt,0
KB_JB838_1955-03-29_01-00005.txt,2
KB_JB838_1955-03-30_01-00001.txt,2
KB_JB838_1955-04-03_01-00007.txt,0
KB_JB838_1955-04-03_01-00022.txt,4
KB_JB838_1955-04-07_01-00008.txt,2
KB_JB838_1955-04-07_01-00014.txt,3
KB_JB838_1955-04-08_01-00006.txt,2
KB_JB838_1955-04-13_01-00008.txt,3
KB_JB838_1955-04-15_01-00003.txt,2
KB_JB838_1955-04-27_01-00017.txt,1
KB_JB838_1955-05-08_01-00021.txt,4
KB_JB838_1955-05-09_01-00003.txt,2
KB_JB838_1955-05-12_01-00008.txt,2
KB_JB838_1955-05-17_01-00004.txt,2
KB_JB838_1955-05-22_01-00007.txt,2
KB_JB838_1955-05-27_01-00010.txt,3
KB_JB838_1955-06-11_01-00019.txt,1
KB_JB838_1955-06-11_01-00024.txt,2
KB_JB838_1955-06-23_01-00006.txt,2
KB_JB838_1955-06-23_01-00007.txt,2
KB_JB838_1955-06-23_01-00019.txt,4
KB_JB838_1955-06-26_01-00022.txt,4
KB_JB838_1955-06-28_01-00004.txt,2
KB_JB838_1955-06-30_01-00003.txt,2
KB_JB838_1955-07-05_01-00001.txt,2
KB_JB838_1955-07-12_01-00015.txt,4
KB_JB838_1955-07-15_01-00001.txt,2
KB_JB838_1955-07-16_01-00010.txt,0
KB_JB838_1955-07-20_01-00004.txt,2
KB_JB838_1955-07-23_01-00007.txt,2
KB_JB838_1955-07-26_01-00013.txt,4
KB_JB838_1955-08-06_01-00016.txt,4
KB_JB838_1955-08-07_01-00011.txt,3
KB_JB838_1955-08-25_01-00002.txt,2
KB_JB838_1955-08-25_01-00016.txt,1
KB_JB838_1955-08-27_01-00008.txt,0
KB_JB838_1955-09-01_01-00015.txt,1
KB_JB838_1955-09-02_01-00005.txt,2
KB_JB838_1955-09-04_01-00011.txt,3
KB_JB838_1955-09-04_01-00017.txt,1
KB_JB838_1955-09-07_01-00017.txt,1
KB_JB838_1955-09-08_01-00010.txt,2
KB_JB838_1955-09-08_01-00018.txt,1
KB_JB838_1955-09-09_01-00016.txt,1
KB_JB838_1955-09-18_01-00004.txt,2
KB_JB838_1955-09-18_01-00019.txt,1
KB_JB838_1955-09-18_01-00024.txt,2
KB_JB838_1955-09-26_01-00010.txt,2
KB_JB838_1955-09-29_01-00018.txt,5
KB_JB838_1955-09-30_01-00006.txt,2
KB_JB838_1955-10-03_01-00006.txt,0
KB_JB838_1955-10-06_01-00016.txt,5
KB_JB838_1955-10-10_01-00002.txt,2
KB_JB838_1955-10-11_01-00008.txt,0
KB_JB838_1955-10-15_01-00011.txt,5
KB_JB838_1955-10-19_01-00016.txt,1
KB_JB838_1955-10-21_01-00006.txt,2
